id,restaurant_id,restaurant,name,description,price,spicy,vegetarian,popular
r-032-i-036,r-032,Casa Tequila,Classic Steak Fajitas,Sizzling steak with peppers and onions,AED 57,false,false,false
r-032-i-037,r-032,Casa Tequila,Classic Chicken Fajitas,Marinated chicken with peppers and onions,AED 84,false,false,true
r-032-i-038,r-032,Casa Tequila,Classic Beef Enchiladas,"Tortillas with beef, mole sauce, queso",AED 36,true,false,false
r-032-i-039,r-032,Casa Tequila,Classic Cheese Enchiladas,Tortillas rolled in red sauce with cheese,AED 75,false,true,false
r-032-i-040,r-032,Casa Tequila,Classic Chicken Tostadas,"Crispy tortilla, chicken, beans, salsa",AED 34,false,false,false
r-032-i-041,r-032,Casa Tequila,Classic Nachos Supreme,"Tortilla chips, beef, beans, cheese, jalapeno",AED 23,true,false,true
r-032-i-042,r-032,Casa Tequila,Classic Guacamole & Chips,Hand-mashed avocado with lime,AED 89,false,true,false
r-032-i-043,r-032,Casa Tequila,Classic Pico de Gallo,"Fresh tomato, onion, cilantro, lime",AED 79,false,true,false
r-032-i-044,r-032,Casa Tequila,Classic Mexican Street Corn,"Elote with crema, cotija, chilli",AED 54,true,true,false
r-032-i-045,r-032,Casa Tequila,Classic Churros,"Cinnamon sugar dusted, chocolate sauce",AED 37,false,true,false
r-032-i-046,r-032,Casa Tequila,Classic Tres Leches Cake,Sponge cake soaked in three milks,AED 55,false,true,false
r-032-i-047,r-032,Casa Tequila,Classic Flan,Caramel custard with vanilla,AED 53,false,true,true
r-032-i-048,r-032,Casa Tequila,Classic Horchata,Sweet rice milk with cinnamon,AED 30,false,true,false
r-032-i-049,r-032,Casa Tequila,Classic Jamaica Agua Fresca,Hibiscus iced tea,AED 30,false,true,false
r-033-i-000,r-033,El Mariachi,Chicken Tacos,"Three soft tacos, salsa verde, cilantro",AED 62,false,false,false
r-033-i-001,r-033,El Mariachi,Carne Asada Tacos,"Grilled beef, onion, cilantro",AED 55,false,false,false
r-033-i-002,r-033,El Mariachi,Al Pastor Tacos,"Marinated pork, pineapple, cilantro",AED 29,false,false,false
r-033-i-003,r-033,El Mariachi,Fish Tacos,"Beer-battered fish, slaw, lime crema",AED 67,false,false,false
r-033-i-004,r-033,El Mariachi,Veggie Tacos,"Grilled vegetables, salsa, cotija",AED 74,false,true,false
r-033-i-005,r-033,El Mariachi,Chicken Burrito,"Rice, beans, cheese, salsa wrapped in flour tortilla",AED 34,false,false,false
r-033-i-006,r-033,El Mariachi,Beef Burrito,"Carne asada, rice, beans, guacamole",AED 83,false,false,false
r-033-i-007,r-033,El Mariachi,Bean Burrito,"Refried beans, rice, salsa, cheese",AED 90,false,true,false
r-033-i-008,r-033,El Mariachi,Burrito Bowl,"Rice, beans, protein, salsa, guacamole",AED 40,false,false,false
r-033-i-009,r-033,El Mariachi,Chicken Quesadilla,"Flour tortilla, chicken, cheese, pico",AED 34,false,false,false
r-033-i-010,r-033,El Mariachi,Cheese Quesadilla,"Three-cheese blend, charred tortilla",AED 49,false,true,true
r-033-i-011,r-033,El Mariachi,Steak Fajitas,Sizzling steak with peppers and onions,AED 12,false,false,false
r-033-i-012,r-033,El Mariachi,Chicken Fajitas,Marinated chicken with peppers and onions,AED 85,false,false,false
r-033-i-013,r-033,El Mariachi,Beef Enchiladas,"Tortillas with beef, mole sauce, queso",AED 84,true,false,true
r-033-i-014,r-033,El Mariachi,Cheese Enchiladas,Tortillas rolled in red sauce with cheese,AED 89,false,true,false
r-033-i-015,r-033,El Mariachi,Chicken Tostadas,"Crispy tortilla, chicken, beans, salsa",AED 90,false,false,true
r-033-i-016,r-033,El Mariachi,Nachos Supreme,"Tortilla chips, beef, beans, cheese, jalapeno",AED 84,true,false,true
r-033-i-017,r-033,El Mariachi,Guacamole & Chips,Hand-mashed avocado with lime,AED 75,false,true,true
r-033-i-018,r-033,El Mariachi,Pico de Gallo,"Fresh tomato, onion, cilantro, lime",AED 21,false,true,true
r-033-i-019,r-033,El Mariachi,Mexican Street Corn,"Elote with crema, cotija, chilli",AED 52,true,true,true
r-033-i-020,r-033,El Mariachi,Churros,"Cinnamon sugar dusted, chocolate sauce",AED 23,false,true,false
r-033-i-021,r-033,El Mariachi,Tres Leches Cake,Sponge cake soaked in three milks,AED 93,false,true,false
r-033-i-022,r-033,El Mariachi,Flan,Caramel custard with vanilla,AED 54,false,true,false
r-033-i-023,r-033,El Mariachi,Horchata,Sweet rice milk with cinnamon,AED 45,false,true,true
r-033-i-024,r-033,El Mariachi,Jamaica Agua Fresca,Hibiscus iced tea,AED 20,false,true,false
r-033-i-025,r-033,El Mariachi,Classic Chicken Tacos,"Three soft tacos, salsa verde, cilantro",AED 25,false,false,false
r-033-i-026,r-033,El Mariachi,Classic Carne Asada Tacos,"Grilled beef, onion, cilantro",AED 18,false,false,false
r-033-i-027,r-033,El Mariachi,Classic Al Pastor Tacos,"Marinated pork, pineapple, cilantro",AED 65,false,false,false
r-033-i-028,r-033,El Mariachi,Classic Fish Tacos,"Beer-battered fish, slaw, lime crema",AED 64,false,false,false
r-033-i-029,r-033,El Mariachi,Classic Veggie Tacos,"Grilled vegetables, salsa, cotija",AED 60,false,true,false
r-033-i-030,r-033,El Mariachi,Classic Chicken Burrito,"Rice, beans, cheese, salsa wrapped in flour tortilla",AED 60,false,false,true
r-033-i-031,r-033,El Mariachi,Classic Beef Burrito,"Carne asada, rice, beans, guacamole",AED 73,false,false,false
r-033-i-032,r-033,El Mariachi,Classic Bean Burrito,"Refried beans, rice, salsa, cheese",AED 85,false,true,false
r-033-i-033,r-033,El Mariachi,Classic Burrito Bowl,"Rice, beans, protein, salsa, guacamole",AED 40,false,false,false
r-033-i-034,r-033,El Mariachi,Classic Chicken Quesadilla,"Flour tortilla, chicken, cheese, pico",AED 21,false,false,false
r-033-i-035,r-033,El Mariachi,Classic Cheese Quesadilla,"Three-cheese blend, charred tortilla",AED 16,false,true,false
r-033-i-036,r-033,El Mariachi,Classic Steak Fajitas,Sizzling steak with peppers and onions,AED 52,false,false,false
r-033-i-037,r-033,El Mariachi,Classic Chicken Fajitas,Marinated chicken with peppers and onions,AED 25,false,false,true
r-033-i-038,r-033,El Mariachi,Classic Beef Enchiladas,"Tortillas with beef, mole sauce, queso",AED 33,true,false,false
r-033-i-039,r-033,El Mariachi,Classic Cheese Enchiladas,Tortillas rolled in red sauce with cheese,AED 32,false,true,false
r-033-i-040,r-033,El Mariachi,Classic Chicken Tostadas,"Crispy tortilla, chicken, beans, salsa",AED 82,false,false,false
r-033-i-041,r-033,El Mariachi,Classic Nachos Supreme,"Tortilla chips, beef, beans, cheese, jalapeno",AED 23,true,false,false
r-033-i-042,r-033,El Mariachi,Classic Guacamole & Chips,Hand-mashed avocado with lime,AED 90,false,true,false
r-033-i-043,r-033,El Mariachi,Classic Pico de Gallo,"Fresh tomato, onion, cilantro, lime",AED 15,false,true,false
r-033-i-044,r-033,El Mariachi,Classic Mexican Street Corn,"Elote with crema, cotija, chilli",AED 95,true,true,false
r-033-i-045,r-033,El Mariachi,Classic Churros,"Cinnamon sugar dusted, chocolate sauce",AED 67,false,true,false
r-033-i-046,r-033,El Mariachi,Classic Tres Leches Cake,Sponge cake soaked in three milks,AED 24,false,true,false
r-033-i-047,r-033,El Mariachi,Classic Flan,Caramel custard with vanilla,AED 36,false,true,false
r-033-i-048,r-033,El Mariachi,Classic Horchata,Sweet rice milk with cinnamon,AED 82,false,true,false
r-033-i-049,r-033,El Mariachi,Classic Jamaica Agua Fresca,Hibiscus iced tea,AED 81,false,true,false
r-034-i-000,r-034,Burrito Brothers,Chicken Tacos,"Three soft tacos, salsa verde, cilantro",AED 62,false,false,false
r-034-i-001,r-034,Burrito Brothers,Carne Asada Tacos,"Grilled beef, onion, cilantro",AED 74,false,false,true
r-034-i-002,r-034,Burrito Brothers,Al Pastor Tacos,"Marinated pork, pineapple, cilantro",AED 58,false,false,true
r-034-i-003,r-034,Burrito Brothers,Fish Tacos,"Beer-battered fish, slaw, lime crema",AED 23,false,false,false
r-034-i-004,r-034,Burrito Brothers,Veggie Tacos,"Grilled vegetables, salsa, cotija",AED 92,false,true,false
r-034-i-005,r-034,Burrito Brothers,Chicken Burrito,"Rice, beans, cheese, salsa wrapped in flour tortilla",AED 37,false,false,true
r-034-i-006,r-034,Burrito Brothers,Beef Burrito,"Carne asada, rice, beans, guacamole",AED 38,false,false,true
r-034-i-007,r-034,Burrito Brothers,Bean Burrito,"Refried beans, rice, salsa, cheese",AED 49,false,true,false
r-034-i-008,r-034,Burrito Brothers,Burrito Bowl,"Rice, beans, protein, salsa, guacamole",AED 72,false,false,false
r-034-i-009,r-034,Burrito Brothers,Chicken Quesadilla,"Flour tortilla, chicken, cheese, pico",AED 51,false,false,false
r-034-i-010,r-034,Burrito Brothers,Cheese Quesadilla,"Three-cheese blend, charred tortilla",AED 72,false,true,false
r-034-i-011,r-034,Burrito Brothers,Steak Fajitas,Sizzling steak with peppers and onions,AED 45,false,false,true
r-034-i-012,r-034,Burrito Brothers,Chicken Fajitas,Marinated chicken with peppers and onions,AED 81,false,false,false
r-034-i-013,r-034,Burrito Brothers,Beef Enchiladas,"Tortillas with beef, mole sauce, queso",AED 59,true,false,false
r-034-i-014,r-034,Burrito Brothers,Cheese Enchiladas,Tortillas rolled in red sauce with cheese,AED 59,false,true,true
r-034-i-015,r-034,Burrito Brothers,Chicken Tostadas,"Crispy tortilla, chicken, beans, salsa",AED 17,false,false,false
r-034-i-016,r-034,Burrito Brothers,Nachos Supreme,"Tortilla chips, beef, beans, cheese, jalapeno",AED 71,true,false,false
r-034-i-017,r-034,Burrito Brothers,Guacamole & Chips,Hand-mashed avocado with lime,AED 46,false,true,false
r-034-i-018,r-034,Burrito Brothers,Pico de Gallo,"Fresh tomato, onion, cilantro, lime",AED 31,false,true,false
r-034-i-019,r-034,Burrito Brothers,Mexican Street Corn,"Elote with crema, cotija, chilli",AED 24,true,true,true
r-034-i-020,r-034,Burrito Brothers,Churros,"Cinnamon sugar dusted, chocolate sauce",AED 56,false,true,false
r-034-i-021,r-034,Burrito Brothers,Tres Leches Cake,Sponge cake soaked in three milks,AED 64,false,true,false
r-034-i-022,r-034,Burrito Brothers,Flan,Caramel custard with vanilla,AED 87,false,true,true
r-034-i-023,r-034,Burrito Brothers,Horchata,Sweet rice milk with cinnamon,AED 19,false,true,false
r-034-i-024,r-034,Burrito Brothers,Jamaica Agua Fresca,Hibiscus iced tea,AED 78,false,true,false
r-034-i-025,r-034,Burrito Brothers,Classic Chicken Tacos,"Three soft tacos, salsa verde, cilantro",AED 80,false,false,false
r-034-i-026,r-034,Burrito Brothers,Classic Carne Asada Tacos,"Grilled beef, onion, cilantro",AED 72,false,false,false
r-034-i-027,r-034,Burrito Brothers,Classic Al Pastor Tacos,"Marinated pork, pineapple, cilantro",AED 42,false,false,false
r-034-i-028,r-034,Burrito Brothers,Classic Fish Tacos,"Beer-battered fish, slaw, lime crema",AED 22,false,false,false
r-034-i-029,r-034,Burrito Brothers,Classic Veggie Tacos,"Grilled vegetables, salsa, cotija",AED 16,false,true,false
r-034-i-030,r-034,Burrito Brothers,Classic Chicken Burrito,"Rice, beans, cheese, salsa wrapped in flour tortilla",AED 78,false,false,false
r-034-i-031,r-034,Burrito Brothers,Classic Beef Burrito,"Carne asada, rice, beans, guacamole",AED 91,false,false,true
r-034-i-032,r-034,Burrito Brothers,Classic Bean Burrito,"Refried beans, rice, salsa, cheese",AED 69,false,true,false
r-034-i-033,r-034,Burrito Brothers,Classic Burrito Bowl,"Rice, beans, protein, salsa, guacamole",AED 33,false,false,false
r-034-i-034,r-034,Burrito Brothers,Classic Chicken Quesadilla,"Flour tortilla, chicken, cheese, pico",AED 36,false,false,true
r-034-i-035,r-034,Burrito Brothers,Classic Cheese Quesadilla,"Three-cheese blend, charred tortilla",AED 66,false,true,true
r-034-i-036,r-034,Burrito Brothers,Classic Steak Fajitas,Sizzling steak with peppers and onions,AED 67,false,false,false
r-034-i-037,r-034,Burrito Brothers,Classic Chicken Fajitas,Marinated chicken with peppers and onions,AED 92,false,false,true
r-034-i-038,r-034,Burrito Brothers,Classic Beef Enchiladas,"Tortillas with beef, mole sauce, queso",AED 88,true,false,false
r-034-i-039,r-034,Burrito Brothers,Classic Cheese Enchiladas,Tortillas rolled in red sauce with cheese,AED 20,false,true,true
r-034-i-040,r-034,Burrito Brothers,Classic Chicken Tostadas,"Crispy tortilla, chicken, beans, salsa",AED 83,false,false,false
r-034-i-041,r-034,Burrito Brothers,Classic Nachos Supreme,"Tortilla chips, beef, beans, cheese, jalapeno",AED 53,true,false,false
r-034-i-042,r-034,Burrito Brothers,Classic Guacamole & Chips,Hand-mashed avocado with lime,AED 78,false,true,false
r-034-i-043,r-034,Burrito Brothers,Classic Pico de Gallo,"Fresh tomato, onion, cilantro, lime",AED 13,false,true,false
r-034-i-044,r-034,Burrito Brothers,Classic Mexican Street Corn,"Elote with crema, cotija, chilli",AED 91,true,true,false
r-034-i-045,r-034,Burrito Brothers,Classic Churros,"Cinnamon sugar dusted, chocolate sauce",AED 65,false,true,true
r-034-i-046,r-034,Burrito Brothers,Classic Tres Leches Cake,Sponge cake soaked in three milks,AED 31,false,true,true
r-034-i-047,r-034,Burrito Brothers,Classic Flan,Caramel custard with vanilla,AED 87,false,true,false
r-034-i-048,r-034,Burrito Brothers,Classic Horchata,Sweet rice milk with cinnamon,AED 24,false,true,false
r-034-i-049,r-034,Burrito Brothers,Classic Jamaica Agua Fresca,Hibiscus iced tea,AED 84,false,true,false
r-035-i-000,r-035,Pueblo Mexicano,Chicken Tacos,"Three soft tacos, salsa verde, cilantro",AED 61,false,false,false
r-035-i-001,r-035,Pueblo Mexicano,Carne Asada Tacos,"Grilled beef, onion, cilantro",AED 85,false,false,false
r-035-i-002,r-035,Pueblo Mexicano,Al Pastor Tacos,"Marinated pork, pineapple, cilantro",AED 16,false,false,true
r-035-i-003,r-035,Pueblo Mexicano,Fish Tacos,"Beer-battered fish, slaw, lime crema",AED 63,false,false,true
r-035-i-004,r-035,Pueblo Mexicano,Veggie Tacos,"Grilled vegetables, salsa, cotija",AED 89,false,true,false
r-035-i-005,r-035,Pueblo Mexicano,Chicken Burrito,"Rice, beans, cheese, salsa wrapped in flour tortilla",AED 63,false,false,true
r-035-i-006,r-035,Pueblo Mexicano,Beef Burrito,"Carne asada, rice, beans, guacamole",AED 54,false,false,false
r-035-i-007,r-035,Pueblo Mexicano,Bean Burrito,"Refried beans, rice, salsa, cheese",AED 18,false,true,false
r-035-i-008,r-035,Pueblo Mexicano,Burrito Bowl,"Rice, beans, protein, salsa, guacamole",AED 46,false,false,false
r-035-i-009,r-035,Pueblo Mexicano,Chicken Quesadilla,"Flour tortilla, chicken, cheese, pico",AED 14,false,false,false
r-035-i-010,r-035,Pueblo Mexicano,Cheese Quesadilla,"Three-cheese blend, charred tortilla",AED 50,false,true,false
r-035-i-011,r-035,Pueblo Mexicano,Steak Fajitas,Sizzling steak with peppers and onions,AED 74,false,false,false
r-035-i-012,r-035,Pueblo Mexicano,Chicken Fajitas,Marinated chicken with peppers and onions,AED 24,false,false,false
r-035-i-013,r-035,Pueblo Mexicano,Beef Enchiladas,"Tortillas with beef, mole sauce, queso",AED 41,true,false,true
r-035-i-014,r-035,Pueblo Mexicano,Cheese Enchiladas,Tortillas rolled in red sauce with cheese,AED 68,false,true,false
r-035-i-015,r-035,Pueblo Mexicano,Chicken Tostadas,"Crispy tortilla, chicken, beans, salsa",AED 53,false,false,false
r-035-i-016,r-035,Pueblo Mexicano,Nachos Supreme,"Tortilla chips, beef, beans, cheese, jalapeno",AED 65,true,false,false
r-035-i-017,r-035,Pueblo Mexicano,Guacamole & Chips,Hand-mashed avocado with lime,AED 23,false,true,true
r-035-i-018,r-035,Pueblo Mexicano,Pico de Gallo,"Fresh tomato, onion, cilantro, lime",AED 39,false,true,false
r-035-i-019,r-035,Pueblo Mexicano,Mexican Street Corn,"Elote with crema, cotija, chilli",AED 64,true,true,false
r-035-i-020,r-035,Pueblo Mexicano,Churros,"Cinnamon sugar dusted, chocolate sauce",AED 78,false,true,false
r-035-i-021,r-035,Pueblo Mexicano,Tres Leches Cake,Sponge cake soaked in three milks,AED 19,false,true,false
r-035-i-022,r-035,Pueblo Mexicano,Flan,Caramel custard with vanilla,AED 32,false,true,true
r-035-i-023,r-035,Pueblo Mexicano,Horchata,Sweet rice milk with cinnamon,AED 76,false,true,false
r-035-i-024,r-035,Pueblo Mexicano,Jamaica Agua Fresca,Hibiscus iced tea,AED 79,false,true,false
r-035-i-025,r-035,Pueblo Mexicano,Classic Chicken Tacos,"Three soft tacos, salsa verde, cilantro",AED 15,false,false,false
r-035-i-026,r-035,Pueblo Mexicano,Classic Carne Asada Tacos,"Grilled beef, onion, cilantro",AED 37,false,false,false
r-035-i-027,r-035,Pueblo Mexicano,Classic Al Pastor Tacos,"Marinated pork, pineapple, cilantro",AED 43,false,false,true
r-035-i-028,r-035,Pueblo Mexicano,Classic Fish Tacos,"Beer-battered fish, slaw, lime crema",AED 18,false,false,false
r-035-i-029,r-035,Pueblo Mexicano,Classic Veggie Tacos,"Grilled vegetables, salsa, cotija",AED 37,false,true,false
r-035-i-030,r-035,Pueblo Mexicano,Classic Chicken Burrito,"Rice, beans, cheese, salsa wrapped in flour tortilla",AED 71,false,false,false
r-035-i-031,r-035,Pueblo Mexicano,Classic Beef Burrito,"Carne asada, rice, beans, guacamole",AED 93,false,false,false
r-035-i-032,r-035,Pueblo Mexicano,Classic Bean Burrito,"Refried beans, rice, salsa, cheese",AED 15,false,true,false
r-035-i-033,r-035,Pueblo Mexicano,Classic Burrito Bowl,"Rice, beans, protein, salsa, guacamole",AED 74,false,false,false
r-035-i-034,r-035,Pueblo Mexicano,Classic Chicken Quesadilla,"Flour tortilla, chicken, cheese, pico",AED 34,false,false,false
r-035-i-035,r-035,Pueblo Mexicano,Classic Cheese Quesadilla,"Three-cheese blend, charred tortilla",AED 72,false,true,false
r-035-i-036,r-035,Pueblo Mexicano,Classic Steak Fajitas,Sizzling steak with peppers and onions,AED 56,false,false,false
r-035-i-037,r-035,Pueblo Mexicano,Classic Chicken Fajitas,Marinated chicken with peppers and onions,AED 45,false,false,false
r-035-i-038,r-035,Pueblo Mexicano,Classic Beef Enchiladas,"Tortillas with beef, mole sauce, queso",AED 23,true,false,false
r-035-i-039,r-035,Pueblo Mexicano,Classic Cheese Enchiladas,Tortillas rolled in red sauce with cheese,AED 61,false,true,true
r-035-i-040,r-035,Pueblo Mexicano,Classic Chicken Tostadas,"Crispy tortilla, chicken, beans, salsa",AED 85,false,false,false
r-035-i-041,r-035,Pueblo Mexicano,Classic Nachos Supreme,"Tortilla chips, beef, beans, cheese, jalapeno",AED 39,true,false,false
r-035-i-042,r-035,Pueblo Mexicano,Classic Guacamole & Chips,Hand-mashed avocado with lime,AED 94,false,true,false
r-035-i-043,r-035,Pueblo Mexicano,Classic Pico de Gallo,"Fresh tomato, onion, cilantro, lime",AED 38,false,true,false
r-035-i-044,r-035,Pueblo Mexicano,Classic Mexican Street Corn,"Elote with crema, cotija, chilli",AED 64,true,true,false
r-035-i-045,r-035,Pueblo Mexicano,Classic Churros,"Cinnamon sugar dusted, chocolate sauce",AED 13,false,true,false
r-035-i-046,r-035,Pueblo Mexicano,Classic Tres Leches Cake,Sponge cake soaked in three milks,AED 28,false,true,false
r-035-i-047,r-035,Pueblo Mexicano,Classic Flan,Caramel custard with vanilla,AED 88,false,true,false
r-035-i-048,r-035,Pueblo Mexicano,Classic Horchata,Sweet rice milk with cinnamon,AED 40,false,true,false
r-035-i-049,r-035,Pueblo Mexicano,Classic Jamaica Agua Fresca,Hibiscus iced tea,AED 51,false,true,false
r-036-i-000,r-036,Bangkok Bowl,Pad Thai Chicken,"Rice noodles, chicken, peanuts, tamarind",AED 56,false,false,false
r-036-i-001,r-036,Bangkok Bowl,Pad Thai Shrimp,"Rice noodles, shrimp, peanuts, lime",AED 39,false,false,false
r-036-i-002,r-036,Bangkok Bowl,Pad Thai Vegetable,"Rice noodles, tofu, bean sprout, egg",AED 78,false,true,false
